message,intent
We need to evacuate urgently due to hailstorm in Nainital.,evacuation_request
Help! Our house is stuck due to a hailstorm in Chamoli.,request_supplies
Electricity has gone after landslide in Uttarkashi.,power_failure
Water and food are running out after earthquake hit Dehradun.,request_supplies
"Due to hailstorm, situation is worsening in Tehri. Need aid!",evacuation_request
We need to evacuate urgently due to earthquake in Rudraprayag.,evacuation_request
Electricity has gone after hailstorm in Pithoragarh.,power_failure
Water and food are running out after drought hit Rudraprayag.,request_supplies
Water and food are running out after hailstorm hit Pauri.,request_supplies
Water and food are running out after landslide hit Nainital.,request_supplies
Electricity has gone after drought in Almora.,power_failure
"We are trapped in a hailstorm in Uttarkashi, send help!",request_rescue
We need medical assistance due to drought in Rudraprayag.,request_medical_aid
"We are trapped in a cloudburst in Rudraprayag, send help!",request_rescue
"Severe landslide has affected us in Pauri, need urgent help!",request_information
Water and food are running out after landslide hit Uttarkashi.,request_supplies
We need to evacuate urgently due to cloudburst in Pauri.,evacuation_request
Water and food are running out after flood hit Pauri.,request_supplies
"Due to fire, situation is worsening in Tehri. Need aid!",request_rescue
"There is a drought in Tehri, please assist us.",missing_person
People missing after landslide in Bageshwar.,missing_person
We need medical assistance due to landslide in Dehradun.,request_medical_aid
"Severe fire has affected us in Dehradun, need urgent help!",request_rescue
We need to evacuate urgently due to earthquake in Nainital.,evacuation_request
We need to evacuate urgently due to fire in Tehri.,evacuation_request
"Severe drought has affected us in Pithoragarh, need urgent help!",request_supplies
"Due to fire, situation is worsening in Dehradun. Need aid!",damage_report
Electricity has gone after earthquake in Rudraprayag.,power_failure
We need to evacuate urgently due to landslide in Dehradun.,evacuation_request
"We are trapped in a cloudburst in Dehradun, send help!",request_rescue
Help! Our house is stuck due to a cloudburst in Uttarkashi.,request_medical_aid
"Due to earthquake, situation is worsening in Pithoragarh. Need aid!",evacuation_request
Electricity has gone after landslide in Pithoragarh.,power_failure
"We are trapped in a hailstorm in Almora, send help!",request_rescue
"We are trapped in a cloudburst in Nainital, send help!",request_rescue
"Due to fire, situation is worsening in Dehradun. Need aid!",power_failure
"Severe fire has affected us in Tehri, need urgent help!",missing_person
Help! Our house is stuck due to a landslide in Pithoragarh.,request_rescue
Help! Our house is stuck due to a landslide in Bageshwar.,request_rescue
We need medical assistance due to flood in Chamoli.,request_medical_aid
"Severe fire has affected us in Dehradun, need urgent help!",request_supplies
We need to evacuate urgently due to fire in Pauri.,evacuation_request
"There is a hailstorm in Rudraprayag, please assist us.",request_information
"Severe landslide has affected us in Pithoragarh, need urgent help!",power_failure
"We are trapped in a fire in Nainital, send help!",request_rescue
Electricity has gone after hailstorm in Uttarkashi.,power_failure
"We are trapped in a drought in Nainital, send help!",request_rescue
We need to evacuate urgently due to fire in Uttarkashi.,evacuation_request
"There is a fire in Pauri, please assist us.",evacuation_request
"Due to drought, situation is worsening in Dehradun. Need aid!",request_supplies
"We are trapped in a cloudburst in Nainital, send help!",request_rescue
Water and food are running out after earthquake hit Bageshwar.,request_supplies
We need to evacuate urgently due to landslide in Bageshwar.,evacuation_request
"We are trapped in a drought in Chamoli, send help!",request_rescue
Help! Our house is stuck due to a earthquake in Dehradun.,request_medical_aid
"There is a fire in Nainital, please assist us.",request_information
People missing after flood in Chamoli.,missing_person
"There is a flood in Bageshwar, please assist us.",request_medical_aid
People missing after fire in Bageshwar.,missing_person
"There is a hailstorm in Rudraprayag, please assist us.",request_information
People missing after hailstorm in Pithoragarh.,missing_person
Water and food are running out after landslide hit Bageshwar.,request_supplies
We need to evacuate urgently due to hailstorm in Pauri.,evacuation_request
"Due to landslide, situation is worsening in Dehradun. Need aid!",request_rescue
"There is a earthquake in Almora, please assist us.",power_failure
"Severe fire has affected us in Bageshwar, need urgent help!",request_medical_aid
People missing after fire in Pithoragarh.,missing_person
"Severe flood has affected us in Pithoragarh, need urgent help!",request_medical_aid
Help! Our house is stuck due to a flood in Tehri.,damage_report
Water and food are running out after hailstorm hit Chamoli.,request_supplies
We need medical assistance due to drought in Rudraprayag.,request_medical_aid
"Severe landslide has affected us in Dehradun, need urgent help!",request_medical_aid
"There is a flood in Nainital, please assist us.",request_information
Water and food are running out after drought hit Tehri.,request_supplies
We need to evacuate urgently due to hailstorm in Chamoli.,evacuation_request
Electricity has gone after earthquake in Almora.,power_failure
Help! Our house is stuck due to a flood in Almora.,request_medical_aid
"We are trapped in a fire in Bageshwar, send help!",request_rescue
Water and food are running out after fire hit Tehri.,request_supplies
"We are trapped in a flood in Pauri, send help!",request_rescue
Help! Our house is stuck due to a landslide in Pithoragarh.,evacuation_request
"There is a drought in Bageshwar, please assist us.",evacuation_request
We need medical assistance due to flood in Tehri.,request_medical_aid
Help! Our house is stuck due to a landslide in Nainital.,missing_person
Electricity has gone after cloudburst in Dehradun.,power_failure
"Severe earthquake has affected us in Dehradun, need urgent help!",request_rescue
"Severe fire has affected us in Chamoli, need urgent help!",request_rescue
Water and food are running out after earthquake hit Bageshwar.,request_supplies
"We are trapped in a cloudburst in Pithoragarh, send help!",request_rescue
People missing after flood in Pauri.,missing_person
We need medical assistance due to cloudburst in Dehradun.,request_medical_aid
We need to evacuate urgently due to hailstorm in Pithoragarh.,evacuation_request
We need to evacuate urgently due to earthquake in Almora.,evacuation_request
Electricity has gone after landslide in Uttarkashi.,power_failure
"Severe hailstorm has affected us in Tehri, need urgent help!",damage_report
People missing after fire in Pauri.,missing_person
"There is a earthquake in Pithoragarh, please assist us.",request_medical_aid
"Due to earthquake, situation is worsening in Bageshwar. Need aid!",request_information
We need to evacuate urgently due to flood in Almora.,evacuation_request
"Due to cloudburst, situation is worsening in Uttarkashi. Need aid!",damage_report
People missing after cloudburst in Almora.,missing_person
Help! Our house is stuck due to a hailstorm in Chamoli.,power_failure
"There is a drought in Dehradun, please assist us.",evacuation_request
"Due to cloudburst, situation is worsening in Pithoragarh. Need aid!",evacuation_request
We need medical assistance due to fire in Uttarkashi.,request_medical_aid
We need to evacuate urgently due to cloudburst in Uttarkashi.,evacuation_request
We need to evacuate urgently due to cloudburst in Chamoli.,evacuation_request
People missing after fire in Uttarkashi.,missing_person
We need to evacuate urgently due to fire in Nainital.,evacuation_request
"There is a cloudburst in Pithoragarh, please assist us.",request_supplies
We need medical assistance due to flood in Bageshwar.,request_medical_aid
"Severe fire has affected us in Almora, need urgent help!",request_information
We need medical assistance due to flood in Nainital.,request_medical_aid
"We are trapped in a hailstorm in Pithoragarh, send help!",request_rescue
"There is a earthquake in Bageshwar, please assist us.",missing_person
"We are trapped in a landslide in Tehri, send help!",request_rescue
Water and food are running out after cloudburst hit Dehradun.,request_supplies
"We are trapped in a drought in Chamoli, send help!",request_rescue
"Severe fire has affected us in Uttarkashi, need urgent help!",request_medical_aid
"We are trapped in a drought in Tehri, send help!",request_rescue
